epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,3762.01,0.82306,0.42654,0.81107,0.84152,0.7782,0.83163,0.37111,1.76379,0.85365,1.03056,0.000695529,0.000695529,0.000695529
114,3795.27,0.82518,0.43582,0.80852,0.83837,0.79341,0.84458,0.37429,1.75215,0.83532,1.02741,0.000683882,0.000683882,0.000683882
115,3828.7,0.81691,0.42729,0.80667,0.86829,0.75539,0.82828,0.37243,1.79112,0.87771,1.04009,0.000672235,0.000672235,0.000672235
116,3862.69,0.82811,0.41801,0.80844,0.85183,0.79419,0.846,0.37428,1.77786,0.8399,1.03208,0.000660588,0.000660588,0.000660588
117,3895.68,0.79198,0.40977,0.80703,0.87153,0.76426,0.83682,0.38072,1.7558,0.83641,1.02641,0.000648941,0.000648941,0.000648941
118,3928.62,0.80782,0.42248,0.80854,0.85566,0.78892,0.84381,0.38448,1.75682,0.83859,1.02849,0.000637294,0.000637294,0.000637294
119,3961.65,0.79808,0.41411,0.80666,0.88397,0.76553,0.84671,0.37765,1.75242,0.84548,1.03035,0.000625647,0.000625647,0.000625647
120,3994.63,0.80784,0.41761,0.80594,0.86086,0.79983,0.84959,0.38754,1.74526,0.85952,1.02654,0.000614,0.000614,0.000614
121,4027.67,0.79387,0.41129,0.8063,0.88802,0.76387,0.84817,0.38063,1.74093,0.83051,1.02549,0.000602353,0.000602353,0.000602353
122,4060.65,0.78151,0.40464,0.80668,0.88868,0.74651,0.83465,0.37462,1.77072,0.85145,1.03498,0.000590706,0.000590706,0.000590706
123,4093.59,0.80652,0.41237,0.80443,0.89132,0.74651,0.83375,0.37251,1.78488,0.85651,1.02935,0.000579059,0.000579059,0.000579059
124,4126.55,0.78118,0.40935,0.80086,0.83616,0.78267,0.83718,0.37008,1.77528,0.86891,1.03445,0.000567412,0.000567412,0.000567412
125,4159.5,0.77572,0.40031,0.80454,0.84669,0.77313,0.84365,0.38097,1.76488,0.85845,1.03439,0.000555765,0.000555765,0.000555765
126,4192.49,0.77449,0.40095,0.80281,0.82244,0.76806,0.82568,0.37436,1.77765,0.84884,1.0393,0.000544118,0.000544118,0.000544118
127,4225.43,0.76382,0.40003,0.80401,0.88887,0.7502,0.84385,0.38194,1.75746,0.83956,1.03574,0.000532471,0.000532471,0.000532471
128,4258.39,0.81459,0.40974,0.80994,0.88878,0.75792,0.83994,0.37755,1.76877,0.85011,1.03661,0.000520824,0.000520824,0.000520824
129,4291.35,0.77172,0.40122,0.80413,0.89675,0.75539,0.84672,0.37956,1.78501,0.84296,1.04026,0.000509176,0.000509176,0.000509176
130,4324.32,0.75942,0.39286,0.80007,0.85635,0.76172,0.82855,0.37217,1.76132,0.84742,1.03581,0.000497529,0.000497529,0.000497529
131,4357.22,0.73998,0.39235,0.79981,0.86284,0.77341,0.83194,0.37971,1.74222,0.85694,1.02925,0.000485882,0.000485882,0.000485882
132,4390.16,0.7601,0.39329,0.80531,0.84023,0.80989,0.84947,0.37908,1.75894,0.85182,1.02825,0.000474235,0.000474235,0.000474235
133,4423.11,0.75604,0.38612,0.80184,0.89484,0.7706,0.84768,0.38038,1.77623,0.85737,1.03434,0.000462588,0.000462588,0.000462588
134,4456.07,0.7522,0.38638,0.80349,0.87971,0.76806,0.8472,0.38383,1.75153,0.85246,1.02686,0.000450941,0.000450941,0.000450941
135,4489,0.75725,0.39018,0.80022,0.84899,0.77947,0.83926,0.37418,1.78275,0.85717,1.03192,0.000439294,0.000439294,0.000439294
136,4521.92,0.76934,0.38876,0.80462,0.84035,0.80725,0.8432,0.37662,1.76478,0.8602,1.02776,0.000427647,0.000427647,0.000427647
137,4554.86,0.73322,0.38646,0.79994,0.84566,0.79087,0.84373,0.38032,1.76027,0.85206,1.03253,0.000416,0.000416,0.000416
138,4587.78,0.74446,0.39174,0.80694,0.85019,0.78403,0.84134,0.37596,1.77138,0.85269,1.03051,0.000404353,0.000404353,0.000404353
139,4620.7,0.75167,0.38949,0.80642,0.89891,0.74778,0.84548,0.38231,1.76536,0.84322,1.03123,0.000392706,0.000392706,0.000392706
140,4653.65,0.71344,0.37432,0.80207,0.85426,0.78746,0.84252,0.38364,1.75405,0.84489,1.02714,0.000381059,0.000381059,0.000381059
141,4687.22,1.65002,0.80896,0.9554,0.86502,0.77567,0.84415,0.3799,1.74579,0.8185,1.01555,0.000369412,0.000369412,0.000369412
142,4720.06,1.63294,0.799,0.94439,0.86297,0.77693,0.83548,0.38072,1.71555,0.84525,1.00823,0.000357765,0.000357765,0.000357765
143,4752.85,1.65013,0.80597,0.93977,0.84021,0.78638,0.84791,0.38545,1.71791,0.81256,1.00524,0.000346118,0.000346118,0.000346118
144,4785.67,1.60831,0.7945,0.92973,0.85467,0.77313,0.84381,0.38497,1.72148,0.8361,1.00979,0.000334471,0.000334471,0.000334471
145,4818.48,1.57886,0.78872,0.93304,0.87656,0.7706,0.85326,0.38736,1.7421,0.84388,1.01864,0.000322824,0.000322824,0.000322824
146,4851.37,1.60142,0.78294,0.93655,0.87921,0.77186,0.83831,0.38037,1.72095,0.83784,1.00735,0.000311176,0.000311176,0.000311176
147,4884.16,1.55223,0.74384,0.92565,0.87733,0.77313,0.84895,0.39113,1.71997,0.80593,1.00512,0.000299529,0.000299529,0.000299529
148,4917.02,1.57324,0.7663,0.93061,0.87516,0.78185,0.84674,0.38712,1.71834,0.81047,1.00885,0.000287882,0.000287882,0.000287882
149,4949.84,1.55181,0.76864,0.92414,0.86391,0.79214,0.84469,0.3913,1.72257,0.80694,1.00727,0.000276235,0.000276235,0.000276235
150,4982.65,1.5413,0.76866,0.92765,0.85682,0.79594,0.84832,0.38382,1.72374,0.79251,1.00667,0.000264588,0.000264588,0.000264588
151,5015.46,1.53172,0.74589,0.92706,0.85099,0.80342,0.85935,0.39532,1.70052,0.80028,1.00285,0.000252941,0.000252941,0.000252941
152,5048.35,1.53304,0.75153,0.91166,0.86865,0.79626,0.86001,0.39894,1.70715,0.80664,1.00425,0.000241294,0.000241294,0.000241294
153,5081.24,1.55541,0.72792,0.9279,0.8785,0.76062,0.84196,0.38593,1.71994,0.79877,1.0072,0.000229647,0.000229647,0.000229647
154,5114.03,1.51461,0.73736,0.9224,0.88421,0.77428,0.84853,0.38915,1.71953,0.81296,1.00665,0.000218,0.000218,0.000218
155,5146.83,1.5201,0.71116,0.91721,0.89312,0.7837,0.86416,0.40581,1.69261,0.79065,0.99377,0.000206353,0.000206353,0.000206353
156,5179.71,1.5182,0.73739,0.91715,0.87022,0.79468,0.86109,0.39174,1.72191,0.8151,1.00065,0.000194706,0.000194706,0.000194706
157,5212.5,1.48882,0.717,0.91347,0.84961,0.79479,0.85143,0.39015,1.7054,0.80883,0.99841,0.000183059,0.000183059,0.000183059
158,5245.3,1.48276,0.71493,0.91962,0.88919,0.77294,0.85467,0.38997,1.72465,0.79056,1.00211,0.000171412,0.000171412,0.000171412
159,5278.09,1.491,0.70931,0.90563,0.88987,0.75665,0.85283,0.39321,1.72061,0.79008,1.00308,0.000159765,0.000159765,0.000159765
160,5310.89,1.4534,0.69096,0.90759,0.88665,0.7733,0.86134,0.39863,1.70966,0.78396,1.00153,0.000148118,0.000148118,0.000148118
161,5343.74,1.47292,0.68901,0.91223,0.8699,0.79721,0.86988,0.40405,1.71475,0.79579,0.99961,0.000136471,0.000136471,0.000136471
162,5376.58,1.46682,0.69382,0.92356,0.88015,0.78186,0.85705,0.39831,1.71931,0.7976,1.00158,0.000124824,0.000124824,0.000124824
163,5409.39,1.48481,0.69694,0.92053,0.87598,0.78327,0.86326,0.39915,1.72591,0.79117,1.00462,0.000113176,0.000113176,0.000113176
164,5442.21,1.46271,0.69388,0.90858,0.87747,0.79874,0.86694,0.3914,1.7267,0.797,1.004,0.000101529,0.000101529,0.000101529
165,5475.01,1.4102,0.67168,0.90479,0.86032,0.81184,0.86612,0.39486,1.7311,0.80141,1.00258,8.98824e-05,8.98824e-05,8.98824e-05
166,5507.83,1.43745,0.68154,0.90395,0.86126,0.80252,0.86382,0.39956,1.72764,0.79057,1.00284,7.82353e-05,7.82353e-05,7.82353e-05
167,5540.64,1.41269,0.67117,0.90797,0.85952,0.81421,0.86487,0.40499,1.70933,0.79014,1.00107,6.65882e-05,6.65882e-05,6.65882e-05
168,5573.48,1.40638,0.66836,0.89652,0.86315,0.79975,0.85978,0.40232,1.71836,0.79322,1.00019,5.49412e-05,5.49412e-05,5.49412e-05
169,5606.33,1.42336,0.6705,0.89849,0.86543,0.79877,0.86249,0.40725,1.7064,0.78863,0.99998,4.32941e-05,4.32941e-05,4.32941e-05
170,5639.23,1.38388,0.65707,0.89079,0.86334,0.79848,0.86711,0.4064,1.7176,0.79735,1.00199,3.16471e-05,3.16471e-05,3.16471e-05
