epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.7708,3.08121,29.3822,1.19502,0.30107,0.39797,0.20352,0.05737,2.63488,5.10382,1.15699,0.0685645,0.0016545,0.0016545
2,46.6854,2.63502,1.64345,1.02354,0.27069,0.38276,0.18546,0.05154,2.61218,2.59635,1.05519,0.0368759,0.00329925,0.00329925
3,69.4542,2.41197,1.58593,0.99477,0.49693,0.46261,0.41718,0.13047,2.43809,2.53674,1.06555,0.0051653,0.004922,0.004922
4,92.0305,2.41646,1.4869,0.99869,0.50545,0.51556,0.45459,0.14059,2.45507,1.58696,1.06785,0.004901,0.004901,0.004901
5,114.688,2.37681,1.44629,0.98882,0.62396,0.53612,0.5502,0.19222,2.37708,1.4226,1.07426,0.004868,0.004868,0.004868
6,137.349,2.3665,1.36351,0.98984,0.46297,0.43346,0.34482,0.09218,2.46372,1.85812,1.03507,0.004835,0.004835,0.004835
7,159.928,2.26765,1.3326,0.9701,0.66995,0.55387,0.57117,0.18305,2.33004,1.34654,1.01735,0.004802,0.004802,0.004802
8,182.518,2.21062,1.24904,0.95149,0.6986,0.57579,0.63933,0.22538,2.18017,1.26749,1.00107,0.004769,0.004769,0.004769
9,205.145,2.16202,1.23869,0.94399,0.6606,0.55012,0.59271,0.21123,2.23138,1.29029,1.00928,0.004736,0.004736,0.004736
10,227.742,2.1588,1.21923,0.94969,0.6736,0.54246,0.5571,0.20486,2.14422,1.26563,0.99787,0.004703,0.004703,0.004703
11,250.251,2.0924,1.16366,0.93919,0.70289,0.6071,0.61212,0.21732,2.14138,1.2055,1.00238,0.00467,0.00467,0.00467
12,272.797,2.08849,1.14236,0.93729,0.73381,0.61597,0.65449,0.24622,2.13324,1.20808,1.00576,0.004637,0.004637,0.004637
13,295.397,2.03299,1.1346,0.9298,0.69412,0.59823,0.61871,0.23203,2.16905,1.20904,1.01076,0.004604,0.004604,0.004604
14,317.926,2.06215,1.12378,0.94196,0.75385,0.64044,0.70634,0.26646,2.08001,1.17219,0.98275,0.004571,0.004571,0.004571
15,340.499,2.01905,1.09664,0.92814,0.73301,0.59569,0.64155,0.22508,2.17578,1.25164,1.00634,0.004538,0.004538,0.004538
16,363.06,2.033,1.09247,0.92447,0.72411,0.64203,0.6771,0.25532,2.09786,1.14423,0.99255,0.004505,0.004505,0.004505
17,385.637,1.98305,1.06633,0.91369,0.71374,0.58428,0.63235,0.23821,2.09106,1.18465,0.98858,0.004472,0.004472,0.004472
18,408.195,1.9327,1.03699,0.91374,0.71156,0.56147,0.62669,0.23467,2.10073,1.19972,0.99227,0.004439,0.004439,0.004439
19,430.817,1.88977,1.02593,0.90601,0.73976,0.61249,0.66529,0.25963,2.05354,1.13532,0.9946,0.004406,0.004406,0.004406
20,453.269,1.97898,1.04959,0.92005,0.73326,0.61668,0.66793,0.24824,2.05224,1.12106,0.97535,0.004373,0.004373,0.004373
21,475.763,1.93914,1.03098,0.91724,0.72826,0.64875,0.67158,0.2472,2.08021,1.17922,0.993,0.00434,0.00434,0.00434
22,498.239,1.90145,1.02734,0.90673,0.75558,0.63472,0.67523,0.26608,2.03257,1.12623,0.98687,0.004307,0.004307,0.004307
23,520.716,1.90886,0.99332,0.90525,0.74881,0.60583,0.67154,0.25955,2.13203,1.24756,1.00392,0.004274,0.004274,0.004274
24,543.18,1.84515,0.95468,0.89755,0.72102,0.65187,0.67672,0.26618,2.07719,1.14279,0.9902,0.004241,0.004241,0.004241
25,565.638,1.85297,0.96889,0.89438,0.76538,0.62018,0.66746,0.25791,2.08465,1.13084,0.9944,0.004208,0.004208,0.004208
26,588.08,1.83463,0.97136,0.89162,0.81567,0.58889,0.67659,0.26691,2.10974,1.22368,0.99679,0.004175,0.004175,0.004175
27,610.55,1.78918,0.95814,0.88866,0.77817,0.62991,0.68656,0.26385,2.07021,1.11809,0.9998,0.004142,0.004142,0.004142
