epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,1277.73,1.26141,0.63279,0.8068,0.8162,0.65851,0.72061,0.29932,1.91393,0.89318,0.9393,0.000307,0.000307,0.000307
72,1295.7,1.24652,0.6234,0.80731,0.75671,0.70849,0.72621,0.29878,1.90575,0.87251,0.94069,0.0002971,0.0002971,0.0002971
73,1313.67,1.2461,0.61925,0.80452,0.78674,0.67554,0.74058,0.3023,1.90216,0.87663,0.93646,0.0002872,0.0002872,0.0002872
74,1331.64,1.24394,0.6238,0.80378,0.80449,0.65399,0.7362,0.30564,1.90977,0.89214,0.93882,0.0002773,0.0002773,0.0002773
75,1349.63,1.23898,0.61585,0.80574,0.82965,0.66049,0.73478,0.2991,1.9013,0.86748,0.93286,0.0002674,0.0002674,0.0002674
76,1367.6,1.22973,0.60462,0.80666,0.80835,0.6896,0.74587,0.29897,1.91698,0.85832,0.9382,0.0002575,0.0002575,0.0002575
77,1385.59,1.2075,0.60645,0.80775,0.82427,0.69835,0.76078,0.31722,1.87158,0.85523,0.93192,0.0002476,0.0002476,0.0002476
78,1403.64,1.18386,0.59872,0.80637,0.81627,0.70089,0.76332,0.31712,1.87924,0.85228,0.93362,0.0002377,0.0002377,0.0002377
79,1421.69,1.18668,0.5997,0.80537,0.77806,0.70342,0.75186,0.30705,1.89635,0.86095,0.93647,0.0002278,0.0002278,0.0002278
80,1439.63,1.19699,0.61266,0.80337,0.82881,0.67807,0.7457,0.31323,1.89974,0.89228,0.93298,0.0002179,0.0002179,0.0002179
81,1457.63,1.20293,0.60399,0.8007,0.79938,0.68314,0.74538,0.31406,1.91684,0.89206,0.93446,0.000208,0.000208,0.000208
82,1475.61,1.14499,0.58744,0.79433,0.7811,0.68292,0.73788,0.30767,1.91057,0.90054,0.9375,0.0001981,0.0001981,0.0001981
83,1493.58,1.1797,0.58894,0.80256,0.79056,0.71282,0.76333,0.30882,1.89177,0.86452,0.92945,0.0001882,0.0001882,0.0001882
84,1511.55,1.19963,0.60158,0.79372,0.79851,0.71325,0.76496,0.31378,1.88006,0.86177,0.93126,0.0001783,0.0001783,0.0001783
85,1529.52,1.14394,0.58651,0.798,0.79558,0.70976,0.75949,0.31367,1.89565,0.85599,0.93169,0.0001684,0.0001684,0.0001684
86,1547.49,1.17642,0.57746,0.80136,0.79066,0.71483,0.76176,0.31333,1.87823,0.8467,0.93203,0.0001585,0.0001585,0.0001585
87,1565.46,1.14551,0.56126,0.79745,0.81089,0.69562,0.75901,0.31451,1.88148,0.85571,0.92995,0.0001486,0.0001486,0.0001486
88,1583.4,1.09433,0.54504,0.80252,0.8105,0.69928,0.75795,0.31593,1.87849,0.87329,0.93105,0.0001387,0.0001387,0.0001387
89,1601.39,1.12458,0.56168,0.79518,0.81775,0.69379,0.7563,0.31823,1.89883,0.86215,0.93409,0.0001288,0.0001288,0.0001288
90,1619.44,1.1192,0.55478,0.79613,0.83206,0.69075,0.75608,0.3152,1.88055,0.86074,0.9316,0.0001189,0.0001189,0.0001189
91,1638.15,1.77903,0.93751,0.89267,0.81615,0.68061,0.7317,0.29738,1.88008,0.83714,0.92849,0.000109,0.000109,0.000109
92,1656.1,1.73995,0.89496,0.8931,0.80137,0.71588,0.77167,0.3215,1.85252,0.83867,0.91912,9.91e-05,9.91e-05,9.91e-05
93,1674.07,1.75082,0.89543,0.88266,0.79518,0.71229,0.7588,0.31877,1.83672,0.82758,0.91607,8.92e-05,8.92e-05,8.92e-05
94,1691.99,1.73632,0.89453,0.88338,0.83051,0.6956,0.77138,0.32084,1.82144,0.81567,0.91525,7.93e-05,7.93e-05,7.93e-05
95,1709.9,1.69913,0.87583,0.87029,0.7936,0.72611,0.7741,0.32533,1.82357,0.81491,0.91098,6.94e-05,6.94e-05,6.94e-05
96,1727.9,1.72831,0.86641,0.88449,0.79417,0.71863,0.76689,0.32264,1.84478,0.81565,0.91459,5.95e-05,5.95e-05,5.95e-05
97,1745.83,1.68872,0.85787,0.87425,0.80089,0.7392,0.7866,0.32249,1.8257,0.81607,0.91246,4.96e-05,4.96e-05,4.96e-05
98,1763.8,1.68228,0.8559,0.87238,0.78713,0.7275,0.77558,0.32604,1.8187,0.81569,0.91172,3.97e-05,3.97e-05,3.97e-05
99,1781.81,1.68171,0.82719,0.87893,0.79719,0.74271,0.78402,0.32645,1.81836,0.8058,0.91176,2.98e-05,2.98e-05,2.98e-05
100,1799.81,1.68258,0.84633,0.86899,0.79669,0.73891,0.78011,0.32358,1.82341,0.80899,0.91244,1.99e-05,1.99e-05,1.99e-05
