epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.3364,2.74193,19.967,1.23078,0.59613,0.52598,0.51802,0.18779,2.18185,1.3998,1.11419,0.067193,0.000331384,0.000331384
2,68.8907,2.14385,1.33013,1.02041,0.69702,0.61597,0.65016,0.25116,2.08164,1.25473,1.09124,0.0341864,0.000658137,0.000658137
3,102.288,1.99927,1.16328,0.9885,0.74107,0.59853,0.66571,0.25683,2.07968,1.17899,1.09712,0.00117322,0.000978289,0.000978289
4,135.447,1.92393,1.11603,0.96091,0.75138,0.69708,0.72009,0.27685,1.95147,1.12536,1.06017,0.0009703,0.0009703,0.0009703
5,168.954,1.79306,0.9959,0.9404,0.71816,0.67934,0.71496,0.27366,2.08373,1.11854,1.08954,0.0009604,0.0009604,0.0009604
6,202.373,1.76669,0.9622,0.93365,0.76362,0.71356,0.75872,0.31926,1.95698,1.05285,1.05631,0.0009505,0.0009505,0.0009505
7,236.901,1.71799,0.94386,0.9211,0.79539,0.69471,0.75718,0.3112,1.99766,1.06109,1.08178,0.0009406,0.0009406,0.0009406
8,270.648,1.69824,0.92752,0.91458,0.80126,0.68061,0.7582,0.31403,1.99638,1.08652,1.06987,0.0009307,0.0009307,0.0009307
9,304.028,1.67681,0.9361,0.91196,0.80931,0.71103,0.77786,0.32146,1.9568,1.04897,1.06779,0.0009208,0.0009208,0.0009208
10,337.229,1.58292,0.84627,0.89881,0.81248,0.71939,0.77149,0.30834,1.93872,1.03538,1.06299,0.0009109,0.0009109,0.0009109
11,370.298,1.57137,0.8337,0.89666,0.80206,0.74983,0.79102,0.34173,1.88159,0.97798,1.04332,0.000901,0.000901,0.000901
12,403.502,1.51377,0.81276,0.89071,0.77807,0.70206,0.75422,0.30902,1.96281,1.04388,1.06082,0.0008911,0.0008911,0.0008911
13,436.622,1.50283,0.79508,0.88606,0.79946,0.70231,0.77895,0.329,1.93137,1.06672,1.06653,0.0008812,0.0008812,0.0008812
14,469.771,1.47667,0.7866,0.87942,0.81979,0.73222,0.80613,0.33499,1.90916,1.00152,1.05593,0.0008713,0.0008713,0.0008713
15,503.065,1.40275,0.73983,0.874,0.83973,0.73004,0.80404,0.33382,1.90522,0.97957,1.06524,0.0008614,0.0008614,0.0008614
16,536.494,1.42837,0.75013,0.87273,0.86202,0.73638,0.80957,0.36152,1.86016,0.99154,1.05658,0.0008515,0.0008515,0.0008515
17,569.99,1.40764,0.7347,0.87332,0.80906,0.72502,0.80108,0.33922,1.89384,1.0041,1.04992,0.0008416,0.0008416,0.0008416
18,603.38,1.36792,0.7271,0.87062,0.77962,0.75325,0.79705,0.33994,1.89134,0.95149,1.04556,0.0008317,0.0008317,0.0008317
19,636.764,1.34699,0.71101,0.86683,0.85341,0.73004,0.80764,0.34169,1.89264,0.95723,1.06317,0.0008218,0.0008218,0.0008218
20,670.149,1.31698,0.69854,0.85985,0.84628,0.73891,0.80841,0.34028,1.88683,0.96193,1.05592,0.0008119,0.0008119,0.0008119
21,703.548,1.32609,0.70318,0.85882,0.84491,0.75261,0.8257,0.35533,1.87441,0.95599,1.05379,0.000802,0.000802,0.000802
22,736.938,1.29937,0.68254,0.85405,0.83758,0.74018,0.80922,0.34976,1.88384,0.93029,1.05237,0.0007921,0.0007921,0.0007921
23,770.375,1.23699,0.64911,0.85139,0.86035,0.72624,0.79934,0.34371,1.86263,0.95852,1.05442,0.0007822,0.0007822,0.0007822
24,803.766,1.24728,0.65786,0.85178,0.82737,0.72117,0.77664,0.32363,1.8695,0.96392,1.05069,0.0007723,0.0007723,0.0007723
25,837.18,1.24748,0.66533,0.85259,0.82735,0.74703,0.80892,0.35672,1.8878,0.96712,1.05822,0.0007624,0.0007624,0.0007624
26,870.572,1.25834,0.6537,0.85183,0.82278,0.75321,0.80161,0.35505,1.84185,0.96912,1.04242,0.0007525,0.0007525,0.0007525
27,903.983,1.23772,0.65148,0.85398,0.83289,0.76435,0.81741,0.34305,1.88743,0.92793,1.04943,0.0007426,0.0007426,0.0007426
28,937.786,1.21431,0.64026,0.84936,0.8434,0.77693,0.82225,0.35602,1.81858,0.91764,1.0421,0.0007327,0.0007327,0.0007327
29,971.354,1.20643,0.6304,0.84447,0.86907,0.74398,0.81528,0.36189,1.83568,0.89676,1.04502,0.0007228,0.0007228,0.0007228
30,1004.95,1.15621,0.61198,0.84062,0.88233,0.73004,0.82574,0.37071,1.80771,0.90186,1.04661,0.0007129,0.0007129,0.0007129
31,1038.46,1.16738,0.61645,0.84297,0.86926,0.73384,0.82582,0.3569,1.85759,0.92236,1.05015,0.000703,0.000703,0.000703
32,1072.41,1.15498,0.61201,0.83584,0.86291,0.76588,0.82746,0.36888,1.79364,0.90148,1.03762,0.0006931,0.0006931,0.0006931
